,workerid,dependency_length,item_type,lexicalization,order,response,sentence,sentence_id,structure
327,300,,filler_good,NA,63,0.98,Which movie did Carla watch on Friday?,2009,
328,300,,filler_bad,NA,64,0.03,Why did raining was when the kids outside played?,2022,
329,300,long,acceptability,20,65,0.96,What did the landlord claim that the plumber fixed before the inspection?,1203,nonisland
330,300,,filler_good,NA,66,0.96,Whose jacket did Alex find in the library?,2011,
331,300,,filler_good,NA,67,0.98,When did the train leave the station?,2013,
332,300,long,acceptability,4,68,0.5,What did Michael discuss the claim that the mechanic fixed after the accident?,1041,island
333,300,,filler_good,NA,69,0.99,Where did the children hide the treasure?,2004,
334,300,,filler_bad,NA,70,0.02,Why the pilot said turbulence during was everyone panicking?,2024,
335,300,short,acceptability,14,71,0.96,Who claimed that the chef added too much salt to the soup by mistake?,1144,nonisland
336,300,,filler_bad,NA,72,0.02,Who the doctor that nervous looked yesterday treated did?,2021,
337,114,,filler_good,NA,25,1,Where did the hikers set up their tent?,2010,
338,114,short,acceptability,7,26,0.94,Who discussed the claim that the scientist discovered an error in the final experiment?,1072,island
339,114,,filler_bad,NA,27,0,What did the neighbor that barking dog kept complain about nobody?,2020,
340,114,,filler_bad,NA,28,0,Where the suitcase that broken handle had left was did you?,2027,
341,114,long,acceptability,22,29,0,What did Ethan discuss the claim that the scientist developed in the new lab?,1221,island
342,114,,filler_good,NA,30,1,Which song did the band play as an encore?,2012,
343,114,,filler_good,NA,31,1,What did Wendy bake for the party?,2001,
344,114,long,acceptability,21,32,1,What did Chloe claim that the chef burned during the dinner service?,1213,nonisland
345,114,,filler_bad,NA,33,0,Who the bride during crying was the ceremony guests smiling did?,2026,
346,114,,filler_bad,NA,34,0,Who the manager said forgot did the keys actually?,2030,
347,114,short,acceptability,2,35,1,Who claimed that the cat knocked over the vase?,1024,nonisland
348,114,,filler_good,NA,36,1,Which cookies did the baker put on the tray?,2014,
349,114,,filler_bad,NA,37,0,What did seem the girl that crying was in the hallway?,2029,
350,114,short,acceptability,1,38,1,Who claimed that the bakery shop would serve donuts tomorrow?,1014,nonisland
351,114,,filler_bad,NA,39,0,Why the waiter spilled was everyone the coffee laughing?,2031,
352,114,,filler_good,NA,40,1,Which book did Maya finish last night?,2003,
353,114,short,acceptability,24,41,1,Who discussed the claim that the committee rejected the proposal without review?,1242,island
354,114,,filler_bad,NA,42,0,What the tourists taking photos were of shouting did confuse?,2018,
355,114,,filler_good,NA,43,1,Who did Liam invite to the picnic?,2002,
356,114,long,acceptability,11,44,1,What did Amy claim that the gardener planted near the fence?,1113,nonisland
357,114,,filler_bad,NA,45,0,Who the doctor that nervous looked yesterday treated did?,2021,
358,114,,filler_good,NA,46,1,What did the cat knock off the shelf?,2016,
359,114,long,acceptability,14,47,0,What did Kevin discuss the claim that the chef added to the soup by mistake?,1141,island
360,114,,filler_good,NA,48,1,Who did the coach choose as captain?,2015,
361,114,,filler_good,NA,49,1,Whose jacket did Alex find in the library?,2011,
362,114,short,acceptability,10,50,1,Who discussed the claim that the museum restored the painting?,1102,island
363,114,,filler_bad,NA,51,0,Who did the rumor that dancing liked nobody believe?,2017,
364,114,,filler_good,NA,52,1,Where did the children hide the treasure?,2004,
365,114,long,acceptability,5,53,0,What did Emma discuss the claim that the neighbor played after midnight?,1051,island
366,114,,filler_good,NA,54,1,Which picture did the curator hang in the gallery?,2006,
367,114,,filler_bad,NA,55,0,Which song that the band to rehearsed never finished was?,2032,
368,114,short,acceptability,18,56,1,Who claimed that the delivery driver dropped the package on the street?,1184,nonisland
369,114,,filler_good,NA,57,1,What did the barista spill on the counter?,2005,
370,114,,filler_bad,NA,58,0,Which restaurant the friends to last summer went closing is now did?,2025,
371,114,long,acceptability,13,59,1,What did Laura claim that the reporter misquoted in the article?,1133,nonisland
372,114,,filler_bad,NA,60,0,Why the pilot said turbulence during was everyone panicking?,2024,
373,114,,filler_bad,NA,61,0,What the letter that important very was mailed nobody did?,2028,
374,114,short,acceptability,4,62,1,Who claimed that the mechanic fixed the car after the accident?,1044,nonisland
375,114,,filler_bad,NA,63,0,Who did the chair that broken completely sat on the chair?,2023,
376,114,,filler_good,NA,64,1,Which movie did Carla watch on Friday?,2009,
377,114,short,acceptability,12,65,1,Who discussed the claim that the café overcharged the customer for coffee?,1122,island
378,114,,filler_good,NA,66,1,When did the train leave the station?,2013,
379,114,,filler_bad,NA,67,0,Why did raining was when the kids outside played?,2022,
380,114,long,acceptability,9,68,0,What did Grace discuss the claim that the nurse gave to a patient?,1091,island
381,114,,filler_good,NA,69,1,What did the mechanic replace in the engine?,2008,
382,114,,filler_good,NA,70,1,Where did the neighbors see the comet last night?,2007,
383,114,long,acceptability,15,71,1,What did Rachel claim that the photographer lost during the trip?,1153,nonisland
384,114,,filler_bad,NA,72,0,When the cat jumped that scared loudly the child was?,2019,
385,106,,filler_bad,NA,25,0,Why the pilot said turbulence during was everyone panicking?,2024,
386,106,long,acceptability,14,26,0.21,What did Kevin discuss the claim that the chef added to the soup by mistake?,1141,island
387,106,,filler_good,NA,27,1,When did the train leave the station?,2013,
388,106,,filler_bad,NA,28,0,When the cat jumped that scared loudly the child was?,2019,
389,106,long,acceptability,3,29,0.85,What did David claim that the airline canceled?,1033,nonisland
390,106,,filler_good,NA,30,1,Which picture did the curator hang in the gallery?,2006,
391,106,,filler_good,NA,31,0.98,Where did the neighbors see the comet last night?,2007,
392,106,short,acceptability,21,32,0.86,Who claimed that the chef burned the steak during the dinner service?,1214,nonisland
393,106,,filler_bad,NA,33,0,Who did the chair that broken completely sat on the chair?,2023,
394,106,,filler_good,NA,34,1,What did the mechanic replace in the engine?,2008,
395,106,short,acceptability,23,35,1,Who discussed the claim that the lawyer filed the report too late?,1232,island
396,106,,filler_bad,NA,36,0.01,What the tourists taking photos were of shouting did confuse?,2018,
397,106,,filler_good,NA,37,1,What did the barista spill on the counter?,2005,
398,106,short,acceptability,9,38,1,Who discussed the claim that the nurse gave the wrong medication to a patient?,1092,island
399,106,,filler_good,NA,39,1,Where did the hikers set up their tent?,2010,
400,106,,filler_good,NA,40,1,Which book did Maya finish last night?,2003,
401,106,short,acceptability,8,41,0.9,Who claimed that the bus driver skipped several stops during the morning route?,1084,nonisland
402,106,,filler_good,NA,42,1,Whose jacket did Alex find in the library?,2011,
403,106,,filler_bad,NA,43,0.03,What did the neighbor that barking dog kept complain about nobody?,2020,
404,106,long,acceptability,16,44,1,What did Thomas claim that the author deleted from the final draft?,1163,nonisland
405,106,,filler_bad,NA,45,0,What the letter that important very was mailed nobody did?,2028,
406,106,,filler_bad,NA,46,0,Which restaurant the friends to last summer went closing is now did?,2025,
407,106,long,acceptability,11,47,0.12,What did Amy discuss the claim that the gardener planted near the fence?,1111,island
408,106,,filler_bad,NA,48,0,Why the waiter spilled was everyone the coffee laughing?,2031,
409,106,,filler_good,NA,49,1,What did Wendy bake for the party?,2001,
410,106,long,acceptability,13,50,1,What did Laura claim that the reporter misquoted in the article?,1133,nonisland
411,106,,filler_good,NA,51,1,Which cookies did the baker put on the tray?,2014,
412,106,,filler_good,NA,52,1,Where did the children hide the treasure?,2004,
413,106,long,acceptability,2,53,0.09,What did Katie discuss the claim that the cat knocked over?,1021,island
414,106,,filler_bad,NA,54,0,What did seem the girl that crying was in the hallway?,2029,
415,106,,filler_bad,NA,55,0,Who did the rumor that dancing liked nobody believe?,2017,
416,106,short,acceptability,17,56,1,Who claimed that the secretary sent the report to the wrong department?,1174,nonisland
417,106,,filler_bad,NA,57,0,Where the suitcase that broken handle had left was did you?,2027,
418,106,,filler_good,NA,58,1,Which movie did Carla watch on Friday?,2009,
419,106,short,acceptability,6,59,1,Who discussed the claim that the babysitter forgot to pick up the children after school?,1062,island
420,106,,filler_bad,NA,60,0,Who the bride during crying was the ceremony guests smiling did?,2026,
421,106,,filler_bad,NA,61,0,Who the manager said forgot did the keys actually?,2030,
422,106,short,acceptability,22,62,1,Who discussed the claim that the scientist developed a vaccine in the new lab?,1222,island
423,106,,filler_bad,NA,63,0.07,Which song that the band to rehearsed never finished was?,2032,
424,106,,filler_bad,NA,64,0.04,Who the doctor that nervous looked yesterday treated did?,2021,
425,106,short,acceptability,18,65,1,Who claimed that the delivery driver dropped the package on the street?,1184,nonisland
426,106,,filler_good,NA,66,1,What did the cat knock off the shelf?,2016,
427,106,,filler_good,NA,67,1,Who did Liam invite to the picnic?,2002,
428,106,long,acceptability,5,68,0.08,What did Emma discuss the claim that the neighbor played after midnight?,1051,island
429,106,,filler_good,NA,69,1,Which song did the band play as an encore?,2012,
430,106,,filler_good,NA,70,1,Who did the coach choose as captain?,2015,
431,106,long,acceptability,24,71,1,What did Jason claim that the committee rejected without review?,1243,nonisland
432,106,,filler_bad,NA,72,0,Why did raining was when the kids outside played?,2022,
433,304,,filler_bad,NA,25,0,Which song that the band to rehearsed never finished was?,2032,
434,304,long,acceptability,16,26,0.04,What did Thomas discuss the claim that the author deleted from the final draft?,1161,island
435,304,,filler_bad,NA,27,0,Who did the chair that broken completely sat on the chair?,2023,
436,304,,filler_good,NA,28,1,What did Wendy bake for the party?,2001,
437,304,short,acceptability,24,29,0.94,Who claimed that the committee rejected the proposal without review?,1244,nonisland
438,304,,filler_good,NA,30,1,Which song did the band play as an encore?,2012,
439,304,,filler_good,NA,31,1,Who did Liam invite to the picnic?,2002,
440,304,long,acceptability,2,32,0.95,What did Katie claim that the cat knocked over?,1023,nonisland
441,304,,filler_bad,NA,33,0,Who the manager said forgot did the keys actually?,2030,
442,304,,filler_bad,NA,34,0,Who the doctor that nervous looked yesterday treated did?,2021,
443,304,short,acceptability,5,35,0.87,Who discussed the claim that the neighbor played loud music after midnight?,1052,island
444,304,,filler_good,NA,36,1,Whose jacket did Alex find in the library?,2011,
445,304,,filler_good,NA,37,1,Where did the hikers set up their tent?,2010,
446,304,short,acceptability,21,38,0.91,Who discussed the claim that the chef burned the steak during the dinner service?,1212,island
447,304,,filler_bad,NA,39,0.02,Where the suitcase that broken handle had left was did you?,2027,
448,304,,filler_bad,NA,40,0,What the letter that important very was mailed nobody did?,2028,
449,304,long,acceptability,14,41,0,What did Kevin discuss the claim that the chef added to the soup by mistake?,1141,island
450,304,,filler_bad,NA,42,0,Which restaurant the friends to last summer went closing is now did?,2025,
451,304,,filler_bad,NA,43,0,Why did raining was when the kids outside played?,2022,
452,304,short,acceptability,11,44,0.96,Who claimed that the gardener planted flowers near the fence?,1114,nonisland
453,304,,filler_good,NA,45,1,Where did the neighbors see the comet last night?,2007,
454,304,,filler_good,NA,46,1,Who did the coach choose as captain?,2015,
455,304,long,acceptability,12,47,0.91,What did the manager claim that the café overcharged for coffee?,1123,nonisland
456,304,,filler_good,NA,48,1,Which book did Maya finish last night?,2003,
457,304,,filler_bad,NA,49,0,Why the waiter spilled was everyone the coffee laughing?,2031,
458,304,long,acceptability,13,50,0.04,What did Laura discuss the claim that the reporter misquoted in the article?,1131,island
459,304,,filler_good,NA,51,1,Which picture did the curator hang in the gallery?,2006,
