,workerid,is_filler,lexicalization,order,polarity,question,response,sentence,sentence_id,structure,trial_type
221,304,0,15,10,base,Was there a claim that the photographer lost the camera during the trip?,0.81,Rachel discussed the claim that the photographer lost the camera during the trip.,1155,,negation_pre
222,304,1,NA,12,negated,Was there a new history book in the library?,0.49,The student didn't read the new history book in the library.,3009,,negation_pre
223,304,1,NA,14,negated,Were there new books on the shelf?,0.64,The librarian didn't organize the new books on the shelf.,3011,,negation_pre
224,304,0,20,16,negated,Was there a claim that the plumber fixed the leak before the inspection?,0.66,The landlord didn’t discuss the claim that the plumber fixed the leak before the inspection.,1206,,negation_pre
225,304,1,NA,18,negated,Were there fresh vegetables at the supermarket?,0.51,Emily didn't buy fresh vegetables at the supermarket.,3010,,negation_pre
226,304,1,NA,20,negated,Were there lecture slides online?,0.51,The professor didn't update the lecture slides online.,3016,,negation_pre
227,304,0,1,22,base,Was there a claim that the bakery shop would serve donuts tomorrow?,1,John discussed the claim that the bakery shop would serve donuts tomorrow.,1015,,negation_pre
228,304,1,NA,24,base,Was there a new schedule on the board?,1,The teacher posted the new schedule on the board.,3005,,negation_pre
229,304,1,NA,74,base,Was there a missing wallet under the table?,1,Frank found the missing wallet under the table.,3023,,negation_post
230,304,0,17,76,base,Was there a claim that the secretary sent the report to the wrong department?,1,Olivia discussed the claim that the secretary sent the report to the wrong department.,1175,,negation_post
231,304,1,NA,78,base,Was there a practice field for the team?,1,The coach reserved the practice field for the team.,3019,,negation_post
232,304,1,NA,80,negated,Were there important documents in the office?,0.51,The journalist didn't review the important documents in the office.,3025,,negation_post
233,304,0,7,82,negated,Was there a claim that the scientist discovered an error in the final experiment?,0.63,Nora didn’t discuss the claim that the scientist discovered an error in the final experiment.,1076,,negation_post
234,304,1,NA,84,negated,Were there confidential folders in the archive?,0.63,The assistant didn't label the confidential folders in the archive.,3030,,negation_post
235,304,1,NA,86,base,Was there silver jewelry in the display case?,0.93,Maria polished the silver jewelry in the display case.,3021,,negation_post
236,304,0,4,88,negated,Was there a claim that the mechanic fixed the car after the accident?,0.59,Michael didn’t discuss the claim that the mechanic fixed the car after the accident.,1046,,negation_post
237,304,1,NA,90,negated,Was there a heavy suitcase?,1,Christine didn't buy the heavy suitcase.,3028,,negation_post
238,304,1,NA,92,base,Were there returned packages at the counter?,1,The clerk sorted the returned packages at the counter.,3024,,negation_post
239,304,0,3,94,base,Was there a claim that the airline canceled the morning flight to Chicago?,1,David discussed the claim that the airline canceled the morning flight to Chicago.,1035,,negation_post
240,304,1,NA,96,negated,Was there an old piano in the practice hall?,0.65,The musician didn't tune the old piano in the practice hall.,3026,,negation_post
241,54,1,NA,2,negated,Were there lecture slides online?,1,The professor didn't update the lecture slides online.,3016,,negation_pre
242,54,0,8,4,base,Was there a claim that the bus driver skipped several stops during the morning route?,0.97,Liam discussed the claim that the bus driver skipped several stops during the morning route.,1085,,negation_pre
243,54,1,NA,6,base,Was there a rare bird near the lake?,0.99,The hikers caught the rare bird near the lake.,3006,,negation_pre
244,54,1,NA,8,negated,Were there plants on the balcony?,0.98,Anna didn't water the plants on the balcony.,3012,,negation_pre
245,54,0,16,10,base,Was there a claim that the author deleted a chapter from the final draft?,0.68,Thomas discussed the claim that the author deleted a chapter from the final draft.,1165,,negation_pre
246,54,1,NA,12,base,Was there a new history book in the library?,0.98,The student read the new history book in the library.,3001,,negation_pre
247,54,1,NA,14,base,Was there a new schedule on the board?,0.99,The teacher posted the new schedule on the board.,3005,,negation_pre
248,54,0,13,16,negated,Was there a claim that the reporter misquoted the politician in the article?,0.98,Laura didn’t discuss the claim that the reporter misquoted the politician in the article.,1136,,negation_pre
249,54,1,NA,18,base,Were there new books on the shelf?,0.98,The librarian organized the new books on the shelf.,3003,,negation_pre
250,54,1,NA,20,negated,Was there an ancient statue?,0.49,Ben didn't take pictures of the ancient statue.,3015,,negation_pre
251,54,0,6,22,negated,Was there a claim that the babysitter forgot to pick up the children after school?,0.97,Julia didn’t discuss the claim that the babysitter forgot to pick up the children after school.,1066,,negation_pre
252,54,1,NA,24,negated,Were there fresh vegetables at the supermarket?,0.49,Emily didn't buy fresh vegetables at the supermarket.,3010,,negation_pre
253,54,1,NA,74,negated,Was there a heavy suitcase?,0.5,Christine didn't buy the heavy suitcase.,3028,,negation_post
254,54,0,23,76,negated,Was there a claim that the lawyer filed the report too late?,0.98,Hannah didn’t discuss the claim that the lawyer filed the report too late.,1236,,negation_post
255,54,1,NA,78,base,Was there a practice field for the team?,0.97,The coach reserved the practice field for the team.,3019,,negation_post
256,54,1,NA,80,base,Were there confidential folders in the archive?,0.95,The assistant labeled the confidential folders in the archive.,3022,,negation_post
257,54,0,17,82,negated,Was there a claim that the secretary sent the report to the wrong department?,0.97,Olivia didn’t discuss the claim that the secretary sent the report to the wrong department.,1176,,negation_post
258,54,1,NA,84,negated,Was there an old piano in the practice hall?,0.98,The musician didn't tune the old piano in the practice hall.,3026,,negation_post
259,54,1,NA,86,negated,Was there silver jewelry in the display case?,0.98,Maria didn't polish the silver jewelry in the display case.,3029,,negation_post
260,54,0,21,88,base,Was there a claim that the chef burned the steak during the dinner service?,0.98,Chloe discussed the claim that the chef burned the steak during the dinner service.,1215,,negation_post
261,54,1,NA,90,base,Were there important documents in the office?,0.99,The journalist reviewed the important documents in the office.,3017,,negation_post
262,54,1,NA,92,base,Was there a missing wallet under the table?,0.98,Frank found the missing wallet under the table.,3023,,negation_post
263,54,0,5,94,base,Was there a claim that the neighbor played loud music after midnight?,0.98,Emma discussed the claim that the neighbor played loud music after midnight.,1055,,negation_post
264,54,1,NA,96,negated,Were there returned packages at the counter?,0.98,The clerk didn't sort the returned packages at the counter.,3032,,negation_post
265,246,1,NA,2,base,Was there a rare bird near the lake?,0.87,The hikers caught the rare bird near the lake.,3006,,negation_pre
266,246,0,11,4,base,Was there a claim that the gardener planted flowers near the fence?,0.73,Amy discussed the claim that the gardener planted flowers near the fence.,1115,,negation_pre
267,246,1,NA,6,negated,Was there an ancient statue?,0.99,Ben didn't take pictures of the ancient statue.,3015,,negation_pre
268,246,1,NA,8,base,Were there plants on the balcony?,1,Anna watered the plants on the balcony.,3004,,negation_pre
269,246,0,18,10,base,Was there a claim that the delivery driver dropped the package on the street?,1,Ben discussed the claim that the delivery driver dropped the package on the street.,1185,,negation_pre
270,246,1,NA,12,negated,Was there a new history book in the library?,1,The student didn't read the new history book in the library.,3009,,negation_pre
271,246,1,NA,14,base,Were there fresh vegetables at the supermarket?,1,Emily bought fresh vegetables at the supermarket.,3002,,negation_pre
272,246,0,22,16,negated,Was there a claim that the scientist developed a vaccine in the new lab?,1,Ethan didn’t discuss the claim that the scientist developed a vaccine in the new lab.,1226,,negation_pre
273,246,1,NA,18,base,Were there new books on the shelf?,1,The librarian organized the new books on the shelf.,3003,,negation_pre
274,246,1,NA,20,negated,Was there a new schedule on the board?,0.91,The teacher didn't post the new schedule on the board.,3013,,negation_pre
275,246,0,14,22,negated,Was there a claim that the chef added too much salt to the soup by mistake?,1,Kevin didn’t discuss the claim that the chef added too much salt to the soup by mistake.,1146,,negation_pre
276,246,1,NA,24,negated,Were there lecture slides online?,1,The professor didn't update the lecture slides online.,3016,,negation_pre
277,246,1,NA,74,negated,Were there returned packages at the counter?,1,The clerk didn't sort the returned packages at the counter.,3032,,negation_post
278,246,0,19,76,negated,Was there a claim that the company released the new software ahead of schedule?,1,Megan didn’t discuss the claim that the company released the new software ahead of schedule.,1196,,negation_post
279,246,1,NA,78,negated,Were there important documents in the office?,1,The journalist didn't review the important documents in the office.,3025,,negation_post
280,246,1,NA,80,base,Was there a practice field for the team?,0.05,The coach reserved the practice field for the team.,3019,,negation_post
281,246,0,3,82,base,Was there a claim that the airline canceled the morning flight to Chicago?,0.96,David discussed the claim that the airline canceled the morning flight to Chicago.,1035,,negation_post
